title,filename,tm,phi,uri,doi,edcs,edr,epicum,0,term_cert_0,term_key_0,term_ref_0,term_text_0,0,term_key_1,term_ref_1,term_text_1
Fragment of a bilingual dedication to Priapus,isic2753,175851,332862,http://sicily.classics.ox.ac.uk/inscription/isic2753,10.5281/zenodo.4355055,16201127,072907,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 3765,isic3765,,334157,http://sicily.classics.ox.ac.uk/inscription/isic3765,10.5281/zenodo.4381560,,,,,,,,,,,,
I.Sicily inscription 0872,isic0872,492499,140350,http://sicily.classics.ox.ac.uk/inscription/isic0872,10.5281/zenodo.4339761,39102026,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2929,isic2929,645313,,http://sicily.classics.ox.ac.uk/inscription/isic2929,10.5281/zenodo.4387749,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1587,isic1587,645044,,http://sicily.classics.ox.ac.uk/inscription/isic1587,10.5281/zenodo.4386139,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 4125,isic4125,,334666,http://sicily.classics.ox.ac.uk/inscription/isic4125,10.5281/zenodo.4389888,,,,,,,,,,,,
I.Sicily inscription 0490,isic0490,491716,,http://sicily.classics.ox.ac.uk/inscription/isic0490,10.5281/zenodo.4337567,22000796,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
Honorific inscription for Marcus son of Publius,isic3351,645594,,http://sicily.classics.ox.ac.uk/inscription/isic3351,10.5281/zenodo.4358411,,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3902,isic3902,,334357,http://sicily.classics.ox.ac.uk/inscription/isic3902,10.5281/zenodo.4389325,,,,,,,,,,,,
I.Sicily inscription 3205,isic3205,175822,,http://sicily.classics.ox.ac.uk/inscription/isic3205,10.5281/zenodo.4388402,13900107,073930,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Epitaph for Dominicus Macedon,isic0429,491657,,http://sicily.classics.ox.ac.uk/inscription/isic0429,10.5281/zenodo.4335638,21900491,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1335,isic1335,492943,316248,http://sicily.classics.ox.ac.uk/inscription/isic1335,10.5281/zenodo.4353485,39101708,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4400,isic4400,,,http://sicily.classics.ox.ac.uk/inscription/isic4400,10.5281/zenodo.4381900,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0105,isic0105,284840,,http://sicily.classics.ox.ac.uk/inscription/isic0105,10.5281/zenodo.4334148,10900636,110878,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 1055,isic1055,492682,175488,http://sicily.classics.ox.ac.uk/inscription/isic1055,10.5281/zenodo.4385414,39102209,,,,,,,(?),,,,
Dedication to 'Homonoia' (concord),isic1122,492735,175605,http://sicily.classics.ox.ac.uk/inscription/isic1122,10.5281/zenodo.4351565,39102278,140952,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 1254,isic1254,492860,329619,http://sicily.classics.ox.ac.uk/inscription/isic1254,10.5281/zenodo.4385689,39101622,,,,,accounts,http://www.eagle-network.eu/voc/typeins/lod/410.html,accounts,,,,
I.Sicily inscription 0075,isic0075,644810,,http://sicily.classics.ox.ac.uk/inscription/isic0075,10.5281/zenodo.4384238,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0406,isic0406,284592,140305,http://sicily.classics.ox.ac.uk/inscription/isic0406,10.5281/zenodo.4335558,21900447,074189,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 1148,isic1148,492761,140633,http://sicily.classics.ox.ac.uk/inscription/isic1148,10.5281/zenodo.4351643,39102305,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1027,isic1027,492655,175425,http://sicily.classics.ox.ac.uk/inscription/isic1027,10.5281/zenodo.4385357,39102181,,,,,,,(?),,,,
I.Sicily inscription 0314,isic0314,491521,,http://sicily.classics.ox.ac.uk/inscription/isic0314,10.5281/zenodo.4335107,21900349,139595,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
Fragment with Greek letters,isic4423,,,http://sicily.classics.ox.ac.uk/inscription/isic4423,10.5281/zenodo.4381964,,,,,,unknown,https://www.eagle-network.eu/voc/typeins/lod/143.html,unknown,,,,
I.Sicily inscription 3618,isic3618,645691,,http://sicily.classics.ox.ac.uk/inscription/isic3618,10.5281/zenodo.4388839,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary; prayer,,,,
I.Sicily inscription 3781,isic3781,,334178,http://sicily.classics.ox.ac.uk/inscription/isic3781,10.5281/zenodo.4381594,,,,,,,,,,,,
I.Sicily inscription 3154,isic3154,645490,316201,http://sicily.classics.ox.ac.uk/inscription/isic3154,10.5281/zenodo.4357198,,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific (?),,,,
I.Sicily inscription 1462,isic1462,284897,175683,http://sicily.classics.ox.ac.uk/inscription/isic1462,10.5281/zenodo.4354106,64800251,112428,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1137,isic1137,492750,140622,http://sicily.classics.ox.ac.uk/inscription/isic1137,10.5281/zenodo.4385526,39102294,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2980,isic2980,645333,175484,http://sicily.classics.ox.ac.uk/inscription/isic2980,10.5281/zenodo.4387859,,,,,,prayer,http://www.eagle-network.eu/voc/typeins/lod/85.html,prayer,,,,
I.Sicily inscription 3292,isic3292,645559,316275,http://sicily.classics.ox.ac.uk/inscription/isic3292,10.5281/zenodo.4358073,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0157,isic0157,175735,,http://sicily.classics.ox.ac.uk/inscription/isic0157,10.5281/zenodo.4334360,10900650,076863,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4168,isic4168,,334717,http://sicily.classics.ox.ac.uk/inscription/isic4168,10.5281/zenodo.4389981,,,,,,,,,,,,
I.Sicily inscription 2826,isic2826,645222,334472,http://sicily.classics.ox.ac.uk/inscription/isic2826,10.5281/zenodo.4387467,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0662,isic0662,175689,,http://sicily.classics.ox.ac.uk/inscription/isic0662,10.5281/zenodo.4385118,7000521,,,,,calendar,http://www.eagle-network.eu/voc/typeins/lod/3.html,"calendar; list
                        of magistrates",,,,
I.Sicily inscription 2895,isic2895,645288,334231,http://sicily.classics.ox.ac.uk/inscription/isic2895,10.5281/zenodo.4356414,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1124,isic1124,492737,140609,http://sicily.classics.ox.ac.uk/inscription/isic1124,10.5281/zenodo.4385514,39102281,,,,,,,(?),,,,
Funerary inscription for Eirena,isic3337,645584,,http://sicily.classics.ox.ac.uk/inscription/isic3337,10.5281/zenodo.4358213,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3083,isic3083,284926,331392,http://sicily.classics.ox.ac.uk/inscription/isic3083,10.5281/zenodo.4388093,64900559,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0566,isic0566,539337,,http://sicily.classics.ox.ac.uk/inscription/isic0566,10.5281/zenodo.4384948,22100003,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0970,isic0970,492595,140446,http://sicily.classics.ox.ac.uk/inscription/isic0970,10.5281/zenodo.4340222,39102122,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3561,isic3561,565495,337234,http://sicily.classics.ox.ac.uk/inscription/isic3561,10.5281/zenodo.4388770,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3864,isic3864,,334295,http://sicily.classics.ox.ac.uk/inscription/isic3864,10.5281/zenodo.4389091,,,,,,,,,,,,
I.Sicily inscription 0462,isic0462,491690,,http://sicily.classics.ox.ac.uk/inscription/isic0462,10.5281/zenodo.4337523,21900525,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0783,isic0783,653660,,http://sicily.classics.ox.ac.uk/inscription/isic0783,10.5281/zenodo.4385251,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2773,isic2773,645170,334208,http://sicily.classics.ox.ac.uk/inscription/isic2773,10.5281/zenodo.4355101,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3614,isic3614,645687,,http://sicily.classics.ox.ac.uk/inscription/isic3614,10.5281/zenodo.4388831,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3320,isic3320,645574,316300,http://sicily.classics.ox.ac.uk/inscription/isic3320,10.5281/zenodo.4358183,,,,,,,,(?),,,,
I.Sicily inscription 1426,isic1426,284914,301191,http://sicily.classics.ox.ac.uk/inscription/isic1426,10.5281/zenodo.4385920,64800295,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0972,isic0972,492597,140448,http://sicily.classics.ox.ac.uk/inscription/isic0972,10.5281/zenodo.4340228,39102124,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4264,isic4264,,334853,http://sicily.classics.ox.ac.uk/inscription/isic4264,10.5281/zenodo.4390257,,,,,,,,,,,,
I.Sicily inscription 1280,isic1280,492885,316193,http://sicily.classics.ox.ac.uk/inscription/isic1280,10.5281/zenodo.4385745,39101649,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3523,isic3523,284775,313645,http://sicily.classics.ox.ac.uk/inscription/isic3523,10.5281/zenodo.4388710,14805800,033617,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0889,isic0889,492519,140370,http://sicily.classics.ox.ac.uk/inscription/isic0889,10.5281/zenodo.4339820,39102046,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1377,isic1377,492991,331404,http://sicily.classics.ox.ac.uk/inscription/isic1377,10.5281/zenodo.4385854,39101758,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3943,isic3943,,334416,http://sicily.classics.ox.ac.uk/inscription/isic3943,10.5281/zenodo.4389415,,,,,,,,,,,,
I.Sicily inscription 2971,isic2971,645327,175468,http://sicily.classics.ox.ac.uk/inscription/isic2971,10.5281/zenodo.4387819,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0961,isic0961,492687,175479,http://sicily.classics.ox.ac.uk/inscription/isic0961,10.5281/zenodo.4340200,39102214,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0380,isic0380,491591,,http://sicily.classics.ox.ac.uk/inscription/isic0380,10.5281/zenodo.4384373,21900420,141192,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
Italici honour a Roman (?Scipio),isic0583,491840,,http://sicily.classics.ox.ac.uk/inscription/isic0583,10.5281/zenodo.4337880,22100578,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3502,isic3502,645370,336196,http://sicily.classics.ox.ac.uk/inscription/isic3502,10.5281/zenodo.4388678,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3939,isic3939,,334411,http://sicily.classics.ox.ac.uk/inscription/isic3939,10.5281/zenodo.4389407,,,,,,,,,,,,
I.Sicily inscription 2728,isic2728,645148,333215,http://sicily.classics.ox.ac.uk/inscription/isic2728,10.5281/zenodo.4387315,64400335,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 1033,isic1033,492661,175626,http://sicily.classics.ox.ac.uk/inscription/isic1033,10.5281/zenodo.4351428,39102187,,,,,list of magistrates,http://www.eagle-network.eu/voc/typeins/lod/32.html,"list of
                        magistrates",,,,
I.Sicily inscription 0863,isic0863,492491,140341,http://sicily.classics.ox.ac.uk/inscription/isic0863,10.5281/zenodo.4339728,39102017,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Funerary inscription of Burnia Primula,isic0424,491652,,http://sicily.classics.ox.ac.uk/inscription/isic0424,10.5281/zenodo.4335618,21900486,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0676,isic0676,493934,,http://sicily.classics.ox.ac.uk/inscription/isic0676,10.5281/zenodo.4385144,32701124,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific (?),,,,
I.Sicily inscription 1070,isic1070,492697,140550,http://sicily.classics.ox.ac.uk/inscription/isic1070,10.5281/zenodo.4385435,39102225,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3952,isic3952,,334426,http://sicily.classics.ox.ac.uk/inscription/isic3952,10.5281/zenodo.4389439,,,,,,,,,,,,
I.Sicily inscription 4067,isic4067,,334587,http://sicily.classics.ox.ac.uk/inscription/isic4067,10.5281/zenodo.4389748,,,,,,,,,,,,
I.Sicily inscription 1337,isic1337,492945,140834,http://sicily.classics.ox.ac.uk/inscription/isic1337,10.5281/zenodo.4385812,39101710,,,,,,,(?),,,,
I.Sicily inscription 3111,isic3111,645456,316196,http://sicily.classics.ox.ac.uk/inscription/isic3111,10.5281/zenodo.4357158,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3367,isic3367,645596,332318,http://sicily.classics.ox.ac.uk/inscription/isic3367,10.5281/zenodo.4358455,71000507,,,,,oracle,http://www.eagle-network.eu/voc/typeins/lod/429.html,oracle,,,,
I.Sicily inscription 3212,isic3212,645532,316203,http://sicily.classics.ox.ac.uk/inscription/isic3212,10.5281/zenodo.4357252,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Greek funerary inscription for Aischylos son of Chryson,isic1386,493001,140893,http://sicily.classics.ox.ac.uk/inscription/isic1386,10.5281/zenodo.4353579,39101513,149502,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0988,isic0988,492615,140466,http://sicily.classics.ox.ac.uk/inscription/isic0988,10.5281/zenodo.4340276,39102142,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3593,isic3593,645672,,http://sicily.classics.ox.ac.uk/inscription/isic3593,10.5281/zenodo.4358834,41300120,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 2706,isic2706,645126,334519,http://sicily.classics.ox.ac.uk/inscription/isic2706,10.5281/zenodo.4387295,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1030,isic1030,492658,175415,http://sicily.classics.ox.ac.uk/inscription/isic1030,10.5281/zenodo.4385363,39102184,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,"dedication; list of
                        magistrates",,,,
I.Sicily inscription 3418,isic3418,645619,178075,http://sicily.classics.ox.ac.uk/inscription/isic3418,10.5281/zenodo.4388540,38000214,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2977,isic2977,645331,175480,http://sicily.classics.ox.ac.uk/inscription/isic2977,10.5281/zenodo.4387849,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3315,isic3315,493994,316298,http://sicily.classics.ox.ac.uk/inscription/isic3315,10.5281/zenodo.4358163,22200416,138672,,,,,,(?),,,,
I.Sicily inscription 2850,isic2850,645244,334592,http://sicily.classics.ox.ac.uk/inscription/isic2850,10.5281/zenodo.4387513,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4015,isic4015,,334518,http://sicily.classics.ox.ac.uk/inscription/isic4015,10.5281/zenodo.4389583,,,,,,,,,,,,
I.Sicily inscription 2734,isic2734,644834,333221,http://sicily.classics.ox.ac.uk/inscription/isic2734,10.5281/zenodo.4387327,64400333,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,"building; honorific
                        (?)",,,,
I.Sicily inscription 1482,isic1482,493902,175609,http://sicily.classics.ox.ac.uk/inscription/isic1482,10.5281/zenodo.4354163,41300020,137466,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0182,isic0182,285226,,http://sicily.classics.ox.ac.uk/inscription/isic0182,10.5281/zenodo.4334456,22100113,127390,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3132,isic3132,645473,330191,http://sicily.classics.ox.ac.uk/inscription/isic3132,10.5281/zenodo.4388177,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 3129,isic3129,645470,333556,http://sicily.classics.ox.ac.uk/inscription/isic3129,10.5281/zenodo.4388167,,,,,,,,(?),,,,
I.Sicily inscription 3783,isic3783,,334180,http://sicily.classics.ox.ac.uk/inscription/isic3783,10.5281/zenodo.4381598,,,,,,,,,,,,
I.Sicily inscription 3631,isic3631,645703,,http://sicily.classics.ox.ac.uk/inscription/isic3631,10.5281/zenodo.4388866,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0253,isic0253,285272,,http://sicily.classics.ox.ac.uk/inscription/isic0253,10.5281/zenodo.4334765,10900675,127491,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Fragmentary bilingual epitaph for Marylla,isic0361,491571,316230,http://sicily.classics.ox.ac.uk/inscription/isic0361,10.5281/zenodo.4335476,21900400,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3450,isic3450,491430,,http://sicily.classics.ox.ac.uk/inscription/isic3450,10.5281/zenodo.4358528,55702036,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4262,isic4262,,334849,http://sicily.classics.ox.ac.uk/inscription/isic4262,10.5281/zenodo.4390252,,,,,,,,,,,,
I.Sicily inscription 0448,isic0448,491676,,http://sicily.classics.ox.ac.uk/inscription/isic0448,10.5281/zenodo.4335710,21900510,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0452,isic0452,491680,,http://sicily.classics.ox.ac.uk/inscription/isic0452,10.5281/zenodo.4337479,21900514,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Fragment of a Greek inscription,isic4387,,,http://sicily.classics.ox.ac.uk/inscription/isic4387,10.5281/zenodo.4381876,,,,,,unknown,https://www.eagle-network.eu/voc/typeins/lod/143.html,unknown,,,,
I.Sicily inscription 4099,isic4099,,334632,http://sicily.classics.ox.ac.uk/inscription/isic4099,10.5281/zenodo.4389830,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3067,isic3067,645420,332226,http://sicily.classics.ox.ac.uk/inscription/isic3067,10.5281/zenodo.4388059,64900502,136678,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 0687,isic0687,493939,,http://sicily.classics.ox.ac.uk/inscription/isic0687,10.5281/zenodo.4385166,32701129,,,,,,,(?),,,,
