title,idno,terms
I.Sicily inscription 1481,"{'filename': 'isic1481', 'tm': '644991', 'phi': '331215', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1481', 'doi': '10.5281/zenodo.4354159'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3756,"{'filename': 'isic3756', 'phi': '334148', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3756', 'doi': '10.5281/zenodo.4381538'}",[]
I.Sicily inscription 3392,"{'filename': 'isic3392', 'tm': '491427', 'edr': '137139', 'edcs': '46600169', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3392', 'doi': '10.5281/zenodo.4388494'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0195,"{'filename': 'isic0195', 'tm': '285246', 'edr': '127382', 'edcs': '22100122', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0195', 'doi': '10.5281/zenodo.4334508'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4036,"{'filename': 'isic4036', 'phi': '334546', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4036', 'doi': '10.5281/zenodo.4389634'}",[]
I.Sicily inscription 4034,"{'filename': 'isic4034', 'phi': '334544', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4034', 'doi': '10.5281/zenodo.4389630'}",[]
I.Sicily inscription 3882,"{'filename': 'isic3882', 'phi': '334330', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3882', 'doi': '10.5281/zenodo.4389136'}",[]
I.Sicily inscription 0509,"{'filename': 'isic0509', 'tm': '491734', 'edcs': '22000815', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0509', 'doi': '10.5281/zenodo.4337847'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 3470,"{'filename': 'isic3470', 'tm': '644940', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3470', 'doi': '10.5281/zenodo.4388626'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0777,"{'filename': 'isic0777', 'tm': '175713', 'edr': '081129', 'edcs': '7000520', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0777', 'doi': '10.5281/zenodo.4385243'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4072,"{'filename': 'isic4072', 'phi': '334595', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4072', 'doi': '10.5281/zenodo.4389762'}",[]
I.Sicily inscription 0643,"{'filename': 'isic0643', 'tm': '644885', 'phi': '332942', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0643', 'doi': '10.5281/zenodo.4385090'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0974,"{'filename': 'isic0974', 'tm': '492600', 'edcs': '39102127', 'phi': '140451', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0974', 'doi': '10.5281/zenodo.4340234'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4008,"{'filename': 'isic4008', 'phi': '334507', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4008', 'doi': '10.5281/zenodo.4389567'}",[]
I.Sicily inscription 1283,"{'filename': 'isic1283', 'tm': '492888', 'edcs': '39101652', 'phi': '316194', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1283', 'doi': '10.5281/zenodo.4385750'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 3872,"{'filename': 'isic3872', 'phi': '334312', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3872', 'doi': '10.5281/zenodo.4389113'}",[]
I.Sicily inscription 4032,"{'filename': 'isic4032', 'phi': '334542', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4032', 'doi': '10.5281/zenodo.4389624'}",[]
I.Sicily inscription 0960,"{'filename': 'isic0960', 'tm': '492599', 'edcs': '39102126', 'phi': '140450', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0960', 'doi': '10.5281/zenodo.4340196'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3774,"{'filename': 'isic3774', 'phi': '334169', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3774', 'doi': '10.5281/zenodo.4381580'}",[]
I.Sicily inscription 3311,"{'filename': 'isic3311', 'tm': '285150', 'edr': '122917', 'edcs': '17900196', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3311', 'doi': '10.5281/zenodo.4358145'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3880,"{'filename': 'isic3880', 'phi': '334328', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3880', 'doi': '10.5281/zenodo.4389319'}",[]
I.Sicily inscription 3356,"{'filename': 'isic3356', 'tm': '644861', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3356', 'doi': '10.5281/zenodo.4358426'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3256,"{'filename': 'isic3256', 'tm': '285134', 'edr': '121786', 'edcs': '14201009', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3256', 'doi': '10.5281/zenodo.4357941'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4025,"{'filename': 'isic4025', 'phi': '334532', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4025', 'doi': '10.5281/zenodo.4389603'}",[]
I.Sicily inscription 3258,"{'filename': 'isic3258', 'tm': '285137', 'edr': '121789', 'edcs': '14801304', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3258', 'doi': '10.5281/zenodo.4357949'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4402,"{'filename': 'isic4402', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4402', 'doi': '10.5281/zenodo.4381904'}","[{'key': 'unknown', 'ref': 'https://www.eagle-network.eu/voc/typeins/lod/143.html', 'text': 'unknown'}]"
I.Sicily inscription 3972,"{'filename': 'isic3972', 'phi': '334451', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3972', 'doi': '10.5281/zenodo.4389483'}",[]
I.Sicily inscription 2905,"{'filename': 'isic2905', 'tm': '645298', 'edcs': '64900603', 'phi': '330707', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2905', 'doi': '10.5281/zenodo.4387725'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3218,"{'filename': 'isic3218', 'tm': '285109', 'edcs': '14800598', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3218', 'doi': '10.5281/zenodo.4357278'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0681,"{'filename': 'isic0681', 'tm': '175747', 'edcs': '32701126', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0681', 'doi': '10.5281/zenodo.4385154'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0055,"{'filename': 'isic0055', 'tm': '285030', 'edr': '110920', 'edcs': '22100068', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0055', 'doi': '10.5281/zenodo.4333922'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3173,"{'filename': 'isic3173', 'tm': '645503', 'phi': '329749', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3173', 'doi': '10.5281/zenodo.4388254'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3822,"{'filename': 'isic3822', 'phi': '334235', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3822', 'doi': '10.5281/zenodo.4381714'}",[]
I.Sicily inscription 4212,"{'filename': 'isic4212', 'phi': '334773', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4212', 'doi': '10.5281/zenodo.4390147'}",[]
I.Sicily inscription 3010,"{'filename': 'isic3010', 'tm': '645358', 'phi': '331256', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3010', 'doi': '10.5281/zenodo.4387957'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3194,"{'filename': 'isic3194', 'tm': '645524', 'phi': '329591', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3194', 'doi': '10.5281/zenodo.4388322'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1578,"{'filename': 'isic1578', 'tm': '284880', 'edr': '112489', 'edcs': '41300088', 'phi': '175702', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1578', 'doi': '10.5281/zenodo.4354536'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 1091,"{'filename': 'isic1091', 'tm': '284902', 'edr': '112484', 'edcs': '41300082', 'phi': '175696', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1091', 'doi': '10.5281/zenodo.4351475'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3659,"{'filename': 'isic3659', 'edr': '072804', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3659', 'doi': '10.5281/zenodo.4388918'}","[{'key': 'graffiti', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/370.html', 'text': 'graffiti'}]"
Funerary stone of Annius Anthimus,"{'filename': 'isic0423', 'tm': '491651', 'edcs': '21900485', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0423', 'doi': '10.5281/zenodo.4335614'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0192,"{'filename': 'isic0192', 'tm': '175702', 'edr': '077920', 'edcs': '8900398', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0192', 'doi': '10.5281/zenodo.4334496'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0997,"{'filename': 'isic0997', 'tm': '492624', 'edcs': '39102151', 'phi': '140475', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0997', 'doi': '10.5281/zenodo.4340314'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3022,"{'filename': 'isic3022', 'tm': '645378', 'edcs': '70900799', 'phi': '332343', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3022', 'doi': '10.5281/zenodo.4387985'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3787,"{'filename': 'isic3787', 'phi': '334184', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3787', 'doi': '10.5281/zenodo.4381606'}",[]
I.Sicily inscription 0981,"{'filename': 'isic0981', 'tm': '492607', 'edcs': '39102134', 'phi': '331420', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0981', 'doi': '10.5281/zenodo.4340256'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3289,"{'filename': 'isic3289', 'tm': '645556', 'phi': '316272', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3289', 'doi': '10.5281/zenodo.4358063'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1001,"{'filename': 'isic1001', 'tm': '492628', 'edcs': '39102155', 'phi': '140479', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1001', 'doi': '10.5281/zenodo.4351364'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2765,"{'filename': 'isic2765', 'tm': '645162', 'phi': '334102', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2765', 'doi': '10.5281/zenodo.4387366'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication; building\n                        (?)'}]"
I.Sicily inscription 1168,"{'filename': 'isic1168', 'tm': '491456', 'edr': '135972', 'edcs': '39102324', 'phi': '330047', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1168', 'doi': '10.5281/zenodo.4351683'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0933,"{'filename': 'isic0933', 'tm': '492563', 'edcs': '39102090', 'phi': '140414', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0933', 'doi': '10.5281/zenodo.4340110'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0385,"{'filename': 'isic0385', 'tm': '491596', 'edr': '139212', 'edcs': '21900425', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0385', 'doi': '10.5281/zenodo.4335502'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3530,"{'filename': 'isic3530', 'tm': '493862', 'edcs': '38200016', 'phi': '313652', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3530', 'doi': '10.5281/zenodo.4388722'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2860,"{'filename': 'isic2860', 'tm': '645254', 'phi': '334766', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2860', 'doi': '10.5281/zenodo.4387543'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4364,"{'filename': 'isic4364', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4364', 'doi': '10.5281/zenodo.4390394'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1258,"{'filename': 'isic1258', 'tm': '492864', 'edcs': '39101626', 'phi': '140746', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1258', 'doi': '10.5281/zenodo.4385697'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 0174,"{'filename': 'isic0174', 'tm': '175737', 'edr': '076865', 'edcs': '10900654', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0174', 'doi': '10.5281/zenodo.4334422'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1089,"{'filename': 'isic1089', 'tm': '285084', 'edr': '120665', 'edcs': '64800258', 'phi': '333374', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1089', 'doi': '10.5281/zenodo.4351469'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 2833,"{'filename': 'isic2833', 'tm': '645227', 'phi': '334896', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2833', 'doi': '10.5281/zenodo.4387477'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0113,"{'filename': 'isic0113', 'tm': '285160', 'edr': '110914', 'edcs': '22100063', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0113', 'doi': '10.5281/zenodo.4334180'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0543,"{'filename': 'isic0543', 'tm': '491766', 'edcs': '22000850', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0543', 'doi': '10.5281/zenodo.4384900'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3287,"{'filename': 'isic3287', 'tm': '645555', 'phi': '316271', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3287', 'doi': '10.5281/zenodo.4358055'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0709,"{'filename': 'isic0709', 'tm': '175771', 'edcs': '6100274', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0709', 'doi': '10.5281/zenodo.4385200'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2812,"{'filename': 'isic2812', 'tm': '645209', 'phi': '334394', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2812', 'doi': '10.5281/zenodo.4387433'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0304,"{'filename': 'isic0304', 'tm': '491514', 'edr': '138381', 'edcs': '21900339', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0304', 'doi': '10.5281/zenodo.4335081'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'cert': 'low', 'text': 'honorific (?)'}]"
I.Sicily inscription 1639,"{'filename': 'isic1639', 'tm': '494039', 'edcs': '12700067', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1639', 'doi': '10.5281/zenodo.4354686'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4352,"{'filename': 'isic4352', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4352', 'doi': '10.5281/zenodo.4390366'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0693,"{'filename': 'isic0693', 'tm': '175752', 'edcs': '6100261', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0693', 'doi': '10.5281/zenodo.4385178'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3272,"{'filename': 'isic3272', 'tm': '645547', 'phi': '316249', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3272', 'doi': '10.5281/zenodo.4358001'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2935,"{'filename': 'isic2935', 'tm': '491381', 'edcs': '3000419', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2935', 'doi': '10.5281/zenodo.4387759'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3112,"{'filename': 'isic3112', 'tm': '645457', 'phi': '316197', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3112', 'doi': '10.5281/zenodo.4357162'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3802,"{'filename': 'isic3802', 'phi': '334205', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3802', 'doi': '10.5281/zenodo.4381654'}",[]
I.Sicily inscription 0937,"{'filename': 'isic0937', 'tm': '492567', 'edcs': '39102094', 'phi': '140418', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0937', 'doi': '10.5281/zenodo.4340126'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1064,"{'filename': 'isic1064', 'tm': '492691', 'edcs': '39102219', 'phi': '140544', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1064', 'doi': '10.5281/zenodo.4385426'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Fragmentary list of names,"{'filename': 'isic3345', 'tm': '645589', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3345', 'doi': '10.5281/zenodo.4358225'}","[{'key': 'list', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/108.html', 'text': 'list'}]"
I.Sicily inscription 0292,"{'filename': 'isic0292', 'tm': '491504', 'edcs': '21900327', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0292', 'doi': '10.5281/zenodo.4384267'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1224,"{'filename': 'isic1224', 'tm': '492830', 'edcs': '39101590', 'phi': '334737', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1224', 'doi': '10.5281/zenodo.4385628'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1215,"{'filename': 'isic1215', 'tm': '492819', 'edcs': '39101579', 'phi': '334252', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1215', 'doi': '10.5281/zenodo.4352233'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1082,"{'filename': 'isic1082', 'tm': '492710', 'edr': '136140', 'edcs': '39102239', 'phi': '331328', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1082', 'doi': '10.5281/zenodo.4382702'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 0040,"{'filename': 'isic0040', 'tm': '491850', 'edcs': '22100588', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0040', 'doi': '10.5281/zenodo.4333867'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0712,"{'filename': 'isic0712', 'tm': '493948', 'edcs': '32701135', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0712', 'doi': '10.5281/zenodo.4385206'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0956,"{'filename': 'isic0956', 'tm': '492586', 'edcs': '39102113', 'phi': '140437', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0956', 'doi': '10.5281/zenodo.4340184'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0700,"{'filename': 'isic0700', 'tm': '175759', 'edr': '081502', 'edcs': '6100265', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0700', 'doi': '10.5281/zenodo.4385190'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4194,"{'filename': 'isic4194', 'phi': '334749', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4194', 'doi': '10.5281/zenodo.4390045'}",[]
I.Sicily inscription 0276,"{'filename': 'isic0276', 'tm': '284757', 'edr': '033597', 'edcs': '21900306', 'phi': '313671', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0276', 'doi': '10.5281/zenodo.4384250'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Epitaph of Gallicanus,"{'filename': 'isic0325', 'tm': '491534', 'edcs': '21900363', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0325', 'doi': '10.5281/zenodo.4384291'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2969,"{'filename': 'isic2969', 'tm': '645325', 'phi': '175466', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2969', 'doi': '10.5281/zenodo.4387815'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0261,"{'filename': 'isic0261', 'tm': '285217', 'edr': '127143', 'edcs': '10900683', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0261', 'doi': '10.5281/zenodo.4334793'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 1229,"{'filename': 'isic1229', 'tm': '492835', 'edcs': '39101595', 'phi': '140715', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1229', 'doi': '10.5281/zenodo.4385643'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
"Dedication of a statue to Ceres, by Iulius Acilius Hermes, sevir","{'filename': 'isic0804', 'tm': '175724', 'edr': '075546', 'edcs': '9401430', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0804', 'doi': '10.5281/zenodo.4339516'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3262,"{'filename': 'isic3262', 'tm': '285141', 'edr': '122033', 'edcs': '14802827', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3262', 'doi': '10.5281/zenodo.4357963'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1078,"{'filename': 'isic1078', 'tm': '492706', 'edcs': '39102235', 'phi': '140560', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1078', 'doi': '10.5281/zenodo.4385451'}","[{'key': 'decree', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/384.html', 'text': 'decree'}]"
I.Sicily inscription 1047,"{'filename': 'isic1047', 'tm': '492675', 'edcs': '39102201', 'phi': '175463', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1047', 'doi': '10.5281/zenodo.4385395'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Gymnasium accounts,"{'filename': 'isic1247', 'tm': '492853', 'edcs': '39101615', 'phi': '331834', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1247', 'doi': '10.5281/zenodo.4352263'}","[{'key': 'accounts', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/410.html', 'text': 'accounts'}]"
