title,idno,terms
I.Sicily inscription 2852,"{'filename': 'isic2852', 'tm': '645246', 'phi': '334850', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2852', 'doi': '10.5281/zenodo.4387523'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2861,"{'filename': 'isic2861', 'tm': '645255', 'phi': '334464', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2861', 'doi': '10.5281/zenodo.4387545'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1029,"{'filename': 'isic1029', 'tm': '492657', 'edcs': '39102183', 'phi': '175417', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1029', 'doi': '10.5281/zenodo.4385361'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication; list of\n                        magistrates'}]"
I.Sicily inscription 3186,"{'filename': 'isic3186', 'tm': '645516', 'phi': '329580', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3186', 'doi': '10.5281/zenodo.4388296'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0064,"{'filename': 'isic0064', 'tm': '491853', 'edr': '142423', 'edcs': '22100592', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0064', 'doi': '10.5281/zenodo.4333962'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 1296,"{'filename': 'isic1296', 'tm': '492901', 'edcs': '39101666', 'phi': '316304', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1296', 'doi': '10.5281/zenodo.4352323'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1226,"{'filename': 'isic1226', 'tm': '492832', 'edcs': '39101592', 'phi': '331409', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1226', 'doi': '10.5281/zenodo.4385632'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3458,"{'filename': 'isic3458', 'tm': '644935', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3458', 'doi': '10.5281/zenodo.4388608'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
I.Sicily inscription 1269,"{'filename': 'isic1269', 'tm': '492876', 'edcs': '39101638', 'phi': '331433', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1269', 'doi': '10.5281/zenodo.4385725'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0942,"{'filename': 'isic0942', 'tm': '492572', 'edcs': '39102099', 'phi': '140423', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0942', 'doi': '10.5281/zenodo.4340142'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0720,"{'filename': 'isic0720', 'tm': '493953', 'edcs': '32701140', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0720', 'doi': '10.5281/zenodo.4385218'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication\n                        (?)'}]"
I.Sicily inscription 1490,"{'filename': 'isic1490', 'tm': '644996', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1490', 'doi': '10.5281/zenodo.4385962'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 0920,"{'filename': 'isic0920', 'tm': '492550', 'edcs': '39102077', 'phi': '140401', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0920', 'doi': '10.5281/zenodo.4340072'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 0300,"{'filename': 'isic0300', 'tm': '491511', 'edr': '141136', 'edcs': '21900335', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0300', 'doi': '10.5281/zenodo.4334873'}","[{'key': 'votive', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/83.html', 'text': 'votive'}]"
I.Sicily inscription 1300,"{'filename': 'isic1300', 'tm': '492905', 'edcs': '39101670', 'phi': '316240', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1300', 'doi': '10.5281/zenodo.4352344'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3708,"{'filename': 'isic3708', 'phi': '330109', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3708', 'doi': '10.5281/zenodo.4389015'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3923,"{'filename': 'isic3923', 'phi': '334383', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3923', 'doi': '10.5281/zenodo.4389375'}",[]
I.Sicily inscription 3265,"{'filename': 'isic3265', 'tm': '285142', 'edr': '122037', 'edcs': '17900191', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3265', 'doi': '10.5281/zenodo.4357975'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0236,"{'filename': 'isic0236', 'tm': '285269', 'edr': '127488', 'edcs': '22100150', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0236', 'doi': '10.5281/zenodo.4334678'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1580,"{'filename': 'isic1580', 'tm': '493915', 'edcs': '41300091', 'phi': '175708', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1580', 'doi': '10.5281/zenodo.4354544'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0541,"{'filename': 'isic0541', 'tm': '491763', 'edcs': '22000847', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0541', 'doi': '10.5281/zenodo.4384894'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0126,"{'filename': 'isic0126', 'tm': '285264', 'edr': '127480', 'edcs': '22100076', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0126', 'doi': '10.5281/zenodo.4334223'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3855,"{'filename': 'isic3855', 'phi': '334281', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3855', 'doi': '10.5281/zenodo.4381773'}",[]
I.Sicily inscription 4234,"{'filename': 'isic4234', 'phi': '334801', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4234', 'doi': '10.5281/zenodo.4381810'}",[]
I.Sicily inscription 0259,"{'filename': 'isic0259', 'tm': '285212', 'edr': '127146', 'edcs': '10900681', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0259', 'doi': '10.5281/zenodo.4334785'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 4148,"{'filename': 'isic4148', 'phi': '334694', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4148', 'doi': '10.5281/zenodo.4389938'}",[]
I.Sicily inscription 3065,"{'filename': 'isic3065', 'tm': '645419', 'phi': '334303', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3065', 'doi': '10.5281/zenodo.4388057'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4002,"{'filename': 'isic4002', 'phi': '334498', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4002', 'doi': '10.5281/zenodo.4389551'}",[]
I.Sicily inscription 0809,"{'filename': 'isic0809', 'tm': '644904', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0809', 'doi': '10.5281/zenodo.4385313'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2735,"{'filename': 'isic2735', 'tm': '644835', 'phi': '333222', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2735', 'doi': '10.5281/zenodo.4355015'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building; honorific\n                        (?)'}]"
I.Sicily inscription 3489,"{'filename': 'isic3489', 'tm': '645110', 'edr': '140897', 'edcs': '41300113', 'phi': '175756', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3489', 'doi': '10.5281/zenodo.4358592'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3316,"{'filename': 'isic3316', 'tm': '493995', 'edr': '138671', 'edcs': '22200417', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3316', 'doi': '10.5281/zenodo.4358167'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0324,"{'filename': 'isic0324', 'tm': '491533', 'edcs': '21900362', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0324', 'doi': '10.5281/zenodo.4384289'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0185,"{'filename': 'isic0185', 'tm': '285297', 'edr': '127521', 'edcs': '10900655', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0185', 'doi': '10.5281/zenodo.4334470'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2825,"{'filename': 'isic2825', 'tm': '645221', 'phi': '334465', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2825', 'doi': '10.5281/zenodo.4387461'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4280,"{'filename': 'isic4280', 'phi': '334879', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4280', 'doi': '10.5281/zenodo.4390287'}",[]
I.Sicily inscription 1542,"{'filename': 'isic1542', 'tm': '493895', 'edr': '136083', 'edcs': '41300013', 'phi': '330042', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1542', 'doi': '10.5281/zenodo.4354366'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Inscribed boundary stone,"{'filename': 'isic4427', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4427', 'doi': '10.5281/zenodo.4381972'}","[{'key': 'terminus', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/96.html', 'text': 'terminus'}]"
I.Sicily inscription 1654,"{'filename': 'isic1654', 'tm': '494047', 'edcs': '12700078', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1654', 'doi': '10.5281/zenodo.4354739'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0842,"{'filename': 'isic0842', 'tm': '492470', 'edcs': '39101996', 'phi': '140319', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0842', 'doi': '10.5281/zenodo.4339646'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3467,"{'filename': 'isic3467', 'tm': '285171', 'edr': '113442', 'edcs': '22100630', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3467', 'doi': '10.5281/zenodo.4388620'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1333,"{'filename': 'isic1333', 'tm': '492941', 'edcs': '39101706', 'phi': '140829', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1333', 'doi': '10.5281/zenodo.4385805'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 1223,"{'filename': 'isic1223', 'tm': '492829', 'edcs': '39101589', 'phi': '334734', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1223', 'doi': '10.5281/zenodo.4385623'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0405,"{'filename': 'isic0405', 'tm': '491616', 'edcs': '21900446', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0405', 'doi': '10.5281/zenodo.4335554'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
I.Sicily inscription 0042,"{'filename': 'isic0042', 'tm': '491765', 'edcs': '22000849', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0042', 'doi': '10.5281/zenodo.4333875'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3181,"{'filename': 'isic3181', 'tm': '645511', 'phi': '329573', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3181', 'doi': '10.5281/zenodo.4388280'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1518,"{'filename': 'isic1518', 'tm': '645018', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1518', 'doi': '10.5281/zenodo.4354269'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0052,"{'filename': 'isic0052', 'tm': '285282', 'edr': '127503', 'edcs': '22100045', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0052', 'doi': '10.5281/zenodo.4333908'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 4076,"{'filename': 'isic4076', 'phi': '334602', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4076', 'doi': '10.5281/zenodo.4389770'}",[]
I.Sicily inscription 0743,"{'filename': 'isic0743', 'tm': '175788', 'edr': '081531', 'edcs': '21900464', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0743', 'doi': '10.5281/zenodo.4339009'}","[{'key': 'seat inscription', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/111.html', 'text': 'seat\n                        inscription'}]"
I.Sicily inscription 4346,"{'filename': 'isic4346', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4346', 'doi': '10.5281/zenodo.4390354'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 1165,"{'filename': 'isic1165', 'tm': '492777', 'edcs': '39102321', 'phi': '140650', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1165', 'doi': '10.5281/zenodo.4385554'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 0586,"{'filename': 'isic0586', 'tm': '491843', 'edcs': '22100581', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0586', 'doi': '10.5281/zenodo.4384990'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3235,"{'filename': 'isic3235', 'tm': '285118', 'edcs': '17900203', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3235', 'doi': '10.5281/zenodo.4357346'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2957,"{'filename': 'isic2957', 'tm': '492316', 'edcs': '23400452', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2957', 'doi': '10.5281/zenodo.4387797'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0027,"{'filename': 'isic0027', 'tm': '491787', 'edr': '137871', 'edcs': '22000871', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0027', 'doi': '10.5281/zenodo.4333822'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3232,"{'filename': 'isic3232', 'tm': '285116', 'edcs': '600227', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3232', 'doi': '10.5281/zenodo.4357334'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4005,"{'filename': 'isic4005', 'phi': '334504', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4005', 'doi': '10.5281/zenodo.4389559'}",[]
I.Sicily inscription 3991,"{'filename': 'isic3991', 'phi': '334482', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3991', 'doi': '10.5281/zenodo.4389527'}",[]
I.Sicily inscription 4331,"{'filename': 'isic4331', 'phi': '334723', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4331', 'doi': '10.5281/zenodo.4390322'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3379,"{'filename': 'isic3379', 'tm': '645607', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3379', 'doi': '10.5281/zenodo.4388469'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4206,"{'filename': 'isic4206', 'phi': '334764', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4206', 'doi': '10.5281/zenodo.4390135'}",[]
I.Sicily inscription 0281,"{'filename': 'isic0281', 'tm': '175754', 'edr': '081497', 'edcs': '21900312', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0281', 'doi': '10.5281/zenodo.4334853'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 2731,"{'filename': 'isic2731', 'tm': '644831', 'edcs': '64400338', 'phi': '333218', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2731', 'doi': '10.5281/zenodo.4387321'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 3813,"{'filename': 'isic3813', 'phi': '334220', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3813', 'doi': '10.5281/zenodo.4381678'}",[]
I.Sicily inscription 3726,"{'filename': 'isic3726', 'phi': '334108', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3726', 'doi': '10.5281/zenodo.4381462'}",[]
I.Sicily inscription 4195,"{'filename': 'isic4195', 'phi': '334750', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4195', 'doi': '10.5281/zenodo.4390047'}",[]
I.Sicily inscription 3877,"{'filename': 'isic3877', 'phi': '334322', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3877', 'doi': '10.5281/zenodo.4389125'}",[]
I.Sicily inscription 3136,"{'filename': 'isic3136', 'tm': '645477', 'phi': '329948', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3136', 'doi': '10.5281/zenodo.4388197'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0730,"{'filename': 'isic0730', 'tm': '493954', 'edcs': '32701113', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0730', 'doi': '10.5281/zenodo.4338957'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 3074,"{'filename': 'isic3074', 'tm': '645426', 'phi': '331996', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3074', 'doi': '10.5281/zenodo.4388079'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0240,"{'filename': 'isic0240', 'tm': '285314', 'edr': '127496', 'edcs': '10900668', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0240', 'doi': '10.5281/zenodo.4334693'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1468,"{'filename': 'isic1468', 'tm': '284885', 'edr': '108696', 'edcs': '64700407', 'phi': '175680', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1468', 'doi': '10.5281/zenodo.4354130'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3562,"{'filename': 'isic3562', 'tm': '645636', 'phi': '337255', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3562', 'doi': '10.5281/zenodo.4388772'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
